,User,listed_count,followers_count,text,retweets,favorites
3881,BDSixsmith,32,783,"RT @neontaster: Remember when Sweden's feminist government trolled Trump? Well here's them trolling Iran. LOL Just kidding, they all wore h…",902,0
3882,marian1150,4,28,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12894,0
3883,trinareyes,2,480,RT @zip90210: #Trump to #Iran ....  'better be careful' https://t.co/aAI1o9MKJg,8,0
3884,lanietaylo,8,63,RT @TheOfficialPORP: The revolution may not be televised — but it apparently will be tweeted. And Facebooked. And Instagrammed. https://t.c…,9,0
3885,WeinfeldRuth,294,2201,"RT @shannoncoulter: Trump inventory among #GrabYourWallet retailers has dropped 55% since last check, incl. 3 retailers where inventory is…",248,0
3886,Budz442Bud,6,600,When emperor trump called out intelligence community about FAKE NEWS I didn't know why! Now I do penalty 4 treason… https://t.co/Zgronrn6SI,0,0
3887,HartleyMilburn,1,12,"RT @ForeignPolicy: If Trump redrafts his travel ban, it will need more than just tweaks to survive, experts say. https://t.co/UDfz3DCsDE ht…",80,0
3888,PresleyTiger,8,67,"RT @asamjulian: The unhinged ""resist Trump no matter what"" attitude on the left works only to favor Trump. Guarantees decisions made on emo…",149,0
3889,MrsBric89,6,318,#carnevalediviareggio2017 #trump https://t.co/MR7BbBOM4o,0,0
3890,TLNMinneapolis,12,128,"Minneapolis trends now: Trump, North Korea, America, We Were Soldiers, Northeast. https://t.co/OkMlaiQwHa",0,0
3891,Bustlelamp,8,122,"RT @christinawilkie: Trump’s departure from FLA and his arrival in DC tonight are both closed to press. 

This is unusual for a president.…",153,0
3892,nimragull,23,442,"""World’s Diplomats, Seeking a Bridge to Trump, Eye Haley"" by SOMINI SENGUPTA via NYT https://t.co/Un5xmeOCNh https://t.co/Vay25RZRWY",0,0
3893,Chimbo_Slice,0,0,@ActualidadRT No creo la verdad que Meryl Streep se vea afectada por las politicas de Trump,0,0
3894,matwg,1191,3720,"RT @dranniehickox: Wow. This is troubling. 
Trump Attacks Disabled Children By Removing Disability Education Rights Website https://t.co/p8…",11,0
3895,BarbaraFurlong2,17,164,RT @AnnCoulter: STEPHEN MILLER ON GMA!!!  MUST WATCH VIDEO! https://t.co/1YGyRudtyA Isn't it great to have someone smart defending Trump?,1798,0
3896,grant1970ed,1,128,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12897,0
3897,JWoodMal,5,38,RT @Lawrence: Senator in charge of Supreme Court confirmations can't get President on phone? Trump too busy tweeting about Mark Cuban? http…,1028,0
3898,sultandosamba,17,188,RT @bpolitics: Ruling on Trump's immigration ban brings the fight closer to the Supreme Court https://t.co/8ziBAA79Cy https://t.co/IQQ9lbXA…,4,0
3899,rpiercef,1,135,"RT @matthewjdowd: Update after 3 weeks of Presidency(net job approval Gallup):
Trump -15
Obama +43
BushW +32
Clinton +17
Bush +49
Reagan +3…",327,0
3900,mpempechinonso,9,39,"RT @GoldmanSachs: First, Trump withdrew from TPP. What’s next for US-Asia relations? https://t.co/QtvaxShDKY https://t.co/Wa7Ha8enMC",58,0
3901,brendamaiy,240,30637,02-12 Adam Driver's '#SaturdayNightLive': The force is strong with this one #SaturdayNightLive https://t.co/TFmGIpFjq4,0,0
3902,paulkimani97,12,573,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9977,0
3903,MattCroweAHHHA,49,315,Netanyahu’s Meeting With Trump to Set Tone for U.S.-Israel Relations by IAN FISHER https://t.co/4uoCpO8h51,0,0
3904,gmabear,11,612,"RT @JordanUhl: Instead of WASTING billions on an ineffective wall, Trump should spend it on CLEAN WATER for #Flint. #FlintWaterCrisis",632,0
3905,7cats1dog0marbl,15,87,RT @RogueNASA: A US-born NASA scientist was detained at the border until he unlocked his phone https://t.co/rdby6A8xN3,2778,0
3906,ResisTance_313,74,967,Sayed Nasrallah: « Le monde vient combattre Daech en Syrie.. l’arrivée de Trump est un indice de notre victoire » https://t.co/7qzDLGVG90,0,0
3907,It_politicaNews,49,516,"RT @WestWingReport: Net job approval after three weeks (Gallup)
Reagan +38
Bush HW +49
Clinton +17
BushW +32
Obama +43
Trump -15
(first pos…",84,0
3908,SaloonRanger,6,193,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9977,0
3909,HenrikWade,16,104,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9977,0
3910,Schakerin,12,44,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12897,0
3911,BrendaBjdunn01,0,17,"RT @anneapplebaum: important @Kasparov63 interview on the need to stop autocrats early:"" Making him look like a loser is crucial.""
https://…",369,0
3912,srwnelson_2,4,15,"RT @Breaking911: Anti-Trump protesters spell 'RESIST' on San Francisco beach

https://t.co/A3hA2Dm4GQ",121,0
3913,PepaPacheco1,194,3820,RT @DoriToribio: Resumo aquí la tercera semana de Trump en la Casa Blanca 👇🏼 https://t.co/3QP38CgyJq,29,0
3914,Victori74372476,1,11,"RT @TheRickyDavila: I love Meryl Streep and even more so because she too will NOT BE SILENCED! 👊 #Resist
https://t.co/jPaCJPXiNV",73,0
3915,rdr70024,28,1391,"RT @CherokeeBlueTP: 1/2 the nation has come so unglued they R incapable of rational discourse. #TV incites ""hate Trump"" nonstop all on chan…",4,0
3916,nealbrennan,5206,304992,Newest Trump spokesman. https://t.co/T9aVVPr7So,15,44
3917,ZiggyKinsella,946,30638,RT @WesGaige: An Open Letter to White Christian Trump Supporters: We Need to Talk https://t.co/2TL4TJWFPh,1,0
3918,chouse,78,1289,"RT @BeauWillimon: Stephen Miller, top Trump adviser:
""our opponents, the media"" &amp; Trump's power ""will not be questioned""
If this ain't auth…",43,0
3919,jjdebenedictis,97,240,RT @jciv: Congressman: Rarely used law could make Trump tax returns public https://t.co/xMgXcGAURh,272,0
3920,614th7thcorps,5,117,@CaptainsLog2017 Fuck Trump.,0,0
3921,I_fuengiroleno,18,500,México marcha contra Donald Trump https://t.co/3GDZp2u57i,0,0
3922,MattCroweAHHHA,49,315,"Trump Sons Forge Ahead Without Father, Expanding and Navigating Conflicts by ERIC LIPTON and SUSANNE CRAIG https://t.co/6eyXot38uy",0,0
3923,JK_Columbus,3,560,"RT @CNN: Sen. @alfranken: There needs to be an ""independent investigation” into Trump’s relationship with Russia https://t.co/rgEJimAjlT #C…",2741,0
3924,WakeUpSavagery,10,200,"RT @BeauWillimon: Stephen Miller, top Trump adviser:
""our opponents, the media"" &amp; Trump's power ""will not be questioned""
If this ain't auth…",43,0
3925,toriyoung22,198,4828,Bannon Wants A War And He Will Use Jesus to Get One. Strong affiliation with radical Catholic militants. https://t.co/V0oMPHbKdv,1,1
3926,itldoranch,67,2370,"RT @FoxNews: Top Trump aide says White House has 'enormous evidence' of voter fraud, while critics call for data  https://t.co/kihq93hl14 h…",131,0
3927,seoulofgrant,4,70,RT @guardianscience: Daniel Dennett: ‘I begrudge every hour I have to spend worrying about politics’ https://t.co/w3w6kL55Rw,98,0
3928,SalimPickens,93,1593,"RT @sjredmond: I've thought of your quote every day since Trump won. The greatest bamboozle of all time.
Priebus Meryl Streep #SundayMornin…",132,0
3929,rexiconn,0,6,RT @shannoncoulter: Reminder: the U.S. citizens who voted against hate generate two thirds of this nation's economic activity. https://t.co…,103,0
3930,vibbnett,2,100,RT @Breznican: BREAKING: Trump advisor Stephen Miller confirms it rubs the lotion on its skin or else it gets the hose again. https://t.co/…,1918,0
3931,angelbizz61,19,36,RT @StopTrump2020: #Trump has never had a check &amp; balance on his leadership. He is going to have a rocky 4 years w/the courts #notmypreside…,176,0
3932,Max_Bell_11,84,2041,"RT @SarahMaslinNir: In the Trump store inside Trump Towers, sales woman told me ""It's all made in America."" Actually none is. https://t.co/…",1260,0
3933,cbuteler,148,6731,"RT @cbuteler: Semana 6
Monedas frente al u$s variación 2017
El dolar fuerte de la era Trump brilla por su ausencia https://t.co/U5erlGsv8N",2,0
3934,Alaska_Guy_01,56,2048,"RT @SouthLoneStar: Portland, Oregon.
Police attacks violent anti-Trump rioters.
Go, Portland cops! https://t.co/XZmX4jYNv8",246,0
3935,cynthianagle,29,357,"RT @DoubleEgl14: As a former R Thank you #SNL, for exposing insanity of Trump* adm. with comedy. Never allow us to ""rationalize insanity"" #…",23,0
3936,EricWolfson,450,13348,"This is what happens when you bluff your way through a job interview for a job you don't even want.

 https://t.co/lmfYZ6Jx1k",0,0
3937,thewargarurumon,40,1068,@KyleKulinski @nytimes hey atleast this time alex jones can be considered to be consistent when he supports his autocratic daddy trump again,0,0
3938,obsmexcrisis,365,1023,RT @businessinsider: Al Franken suggests some GOP senators worry about Trump's mental health https://t.co/LSSgk9KxZ7 https://t.co/w2oUhn5Ijx,38,0
3939,ClintWGriffith,3,106,RT @EoinHiggins_: Poor shaming to explain away Trump's victory— a victory made possible by affluent whites in the suburbs— is fucking gross…,219,0
3940,soccerfan31274,0,32,"RT @afantasticdream: I won't ever forget watching Barack Obama, Hillary Clinton, and Donald Trump react to the Pulse massacre. Neither shou…",75308,0
3941,Shanelectrical3,26,522,RT @NewtTrump: NAILED IT: Compare Trump's rhetoric and actions vs. those of the left-wingers protesting him—it's clear he's a unifier and t…,207,0
3942,FreelanceAutist,17,781,RT @Night_0f_Fire: i'm so glad Trump is president and also that Steve Bannon is in the White House. it must suck so bad for the losers righ…,163,0
3943,marc_shariat,50,378,"RT @BernieSanders: Trump is a total hypocrite. He campaigned saying I'm going to take on Wall Street, and then he hires the president of Go…",4931,0
3944,Merentia,605,30916,"""World’s Diplomats, Seeking a Bridge to Trump, Eye Haley"" by SOMINI SENGUPTA via NYT The New York Times https://t.co/otBx7cIgb9",0,0
3945,dr_m_inthenorth,2,64,RT @AlexXavi77: #FRAvSCO results don't matter. The Scots will forever be heroes for identifying Trump as #SCROTUS and #PresidentBawbag Than…,3,0
3946,tacomagirlz,0,2,"RT @BeauWillimon: Bannon to DHS: Tell ICE to round up some folks, doesn't matter who. I'll have Trump say they're gangbangers. Oh, and do i…",211,0
3947,ClassicDeepCuts,91,1941,RT @Impeach_D_Trump: Trump's Net Approval rating (-15) is lower than Obama's was at any point during his 416 Weeks as President.  This is W…,136,0
3948,JamieClarkMusic,18,391,RT @matthew_d_green: Jesus Christ. What have we done. https://t.co/bbagcgBzYa https://t.co/TwDQH5o7ck,2621,0
3949,ThomasJankow,121,2566,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12897,0
3950,craziepeeps,23,386,Chairman of House Ways and Means Committee: Treasury Department to Release Trump's Tax Returns for 10... https://t.co/TQLbYtAlMj via @Change,0,1
3951,dannyboycane13,77,2120,RT @Truth_Bombers: Stephen Miller took down the mainstream media narrative in one swoop! President Trump's administration is doing really w…,326,0
3952,arreco69,93,2791,RT @rickammen: Porqué se opone @EPN al muro de Trump? Mexico defiende a viva voz la ilegalidad de cruzar la frontera. Así pensamos los lati…,2,0
3953,KnudsenColleen,141,1056,RT @susannecraig: Vladimir Putin at Mar-a-Lago? Eric Trump predicts it could happen. https://t.co/AR0FZCbreO,25,0
3954,Setting4Success,2070,2932,#Setting4Success President Donald Trump And Alec Baldwin Giving Saturday Night Live Its Best Ratings https://t.co/xVwDm8enRx #SocialMedia …,0,0
3955,MichaelBrailsfo,49,1234,RT @ClimateDepot: Christopher Booker: 'Will Trump &amp; GOP bring an end to the costliest scare story ever known?' https://t.co/2Ya4RlzRD7 via…,11,0
3956,maceltrilita,1,119,También decían que Trump no ganaría.Es lo que hay niño.#ObjetivoVistalegre2 https://t.co/B7aw7gAsCW,0,0
3957,karmuhsin,35,3778,"RT @ChadBown: Trump's border tax conjecture, financing a Mexican wall, &amp; upping the trade war scare | My @NewsHour column https://t.co/YHTU…",65,0
3958,BlvckLotusBomb,5,1028,"RT @brianklaas: Trump has golfed two weekends in a row (out of 4 as president).

Here are 11 times Trump criticized Obama for playing golf…",20907,0
3959,Federalist_10,25,513,"@FoxNews @BlakemanB Those who bow down to Trump, as if only that narcissistic fool knows how to (fill in the blank), will go down in history",0,0
3960,EriuAine,22,318,RT @CNN: .@brianstelter thinks Trump's administration has lost touch with reality. Here's why: https://t.co/aGu8QNFWDu,1272,0
3961,NickPollock2,3,24,"RT @digby56: Wait. Have people been chanting ""lock her up"" and screaming ""Trump that bitch!"" at her? That's deplorable... https://t.co/mLea…",2275,0
3962,AmandaConsSci,74,1762,It's become pretty clear that all scientists and journalists need to get serious about digital security. @EFF https://t.co/hxNFsTUFdc,0,1
3963,heatherbussing,421,2137,"RT @greenhousenyt: From 1975 to 2015, terrorists from Trump's 7 Muslim nations killed no one in US while guns claimed 1.3 million lives htt…",1982,0
3964,penumbrareads,4,82,"RT @BrennanCenter: Despite what Trump, Spicer + now AG Sessions claim, crime rates are near historic lows. Take a look at the facts: https:…",1425,0
3965,StopTheCarnage,75,3191,"RT @NolteNC: Franken claims Trump's crazy. @jaketapper nods, suddenly uninterested in DEMANDING PROOF. 

DANGEROUS Trump!

Assassination do…",178,0
3966,mlgcarnaval,2,208,Primer cuplé a Donald Trump... ¿Cuántos caerán en Semifinales? #CoacMLG,0,0
3967,VoteEquality,37,731,RT @thehill: Newspaper apologizes for putting Alec Baldwin on cover instead of Trump https://t.co/eVaXK1w4DR https://t.co/HWjAF9X9ph,73,0
3968,123Polesworth,9,485,RT @QuoteLeave2016: @BryanHollis2 Absolutely Trump is doing a brilliant job he's doing a rally in UK all money raised going to Poppy appeal…,2,0
3969,lleuer8,10,650,RT @TPol2017: US-born citizen forced to give us phone password in order to re-enter USA after travel abroad. https://t.co/lbz60x1yKw,4,0
3970,Ernst33,87,948,"How Trump's Environmental Policies Can Kill 220,000 Jobs And Eradicate Dozens of Species https://t.co/w7ybDbwqqc",0,0
3971,1snakewatcher,2,58,RT @BeauWillimon: Trump's team is trying to wait out Flynn scandal until it dissipates. Important you let WH &amp; your reps know it's not goin…,564,0
3972,locracompou1988,0,4,RT @davidsirota: EXCLUSIVE: Docs show Trump Labor Secretary nominee owes millions to convicted bank that’s seeking Labor Dept waiver https:…,125,0
3973,EduardAmell,22,140,"""World’s Diplomats, Seeking a Bridge to Trump, Eye Haley"" by SOMINI SENGUPTA via NYT The New York Times https://t.co/tYSlQGuzAR",0,0
3974,TheNicksterDA,8,538,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12897,0
3975,Kanadeocx,1,8,RT @SonnyBunch: Donald Trump is such a terrifying fascist dictator that literally no one fears speaking out against him on literally any pl…,4076,0
3976,Janfrog1,11,127,"RT @Impeach_D_Trump: Using The Phrase 'Illegal Criminals"" is like using the phrase ""Hitler Trump"" https://t.co/nTdh4cWWJe",270,0
3977,Mamaknits3,0,105,"RT @mmpadellan: Responding 2 questions on YESTERDAY'S breaking news re:traitor Mike Flynn, trump goes to the standard ""I am clueless"" dodge…",308,0
3978,BlackSuitLabs,506,35944,#TechNews #trending A US-born NASA scientist was detained at the border until he unlocked his phone https://t.co/nsxP4RPqfq,0,0
3979,SteinmetzJude,7,231,RT @simon_schama: Proposed Trump executive order would allow US firms to sell 'conflict minerals'  Greed now married to hypocrisy https://t…,46,0
3980,HenrikWade,16,104,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12897,0
