,User,listed_count,followers_count,text,retweets,favorites
2629,lizhollingdale,3,72,RT @matthew_d_green: Jesus Christ. What have we done. https://t.co/bbagcgBzYa https://t.co/TwDQH5o7ck,2614,0
2630,ItWasJustDanter,19,291,"RT @chelpooo: Me at confession: forgive me father for I have sinned
Priest: what did you do
Me: kissed someone who voted for trump 
Priest:…",1,0
2631,Marktorres29,6,115,RT @KaivanShroff: Stephen Miller and the Trump White House are continuing their false voter fraud narrative. Only 4 cases of fraud were fou…,739,0
2632,KingTaaylor,26,1505,RT @ImACelebrityAU: Tom on Trump. #ImACelebrityAU https://t.co/kWGZmKZLzX,12,0
2633,CopperBraden,115,2015,"RT @JackPosobiec: Trump has single-handedly changed the conversation from ""welcome all immigrants"" to ""welcome people who love the United S…",200,0
2634,JesusWasBatman,3,72,"RT @BraddJaffy: Today, Trump made his 4th trip to the golf course since becoming president 23 days ago

Here are his previous tweets about…",1690,0
2635,janewishon,106,1897,"RT @CharlieHackett8: AP: Melania Trump was an undocumented illegal working model in '96 https://t.co/jzdomlcRxE via @usatoday
#DeportMelani…",2,0
2636,lincolnslover,8,303,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12859,0
2637,evans3_w,82,464,Opinion: Trump’s Rhetoric Implies the U.S. Constitution is Disgraceful via @politicususa https://t.co/ongnr8hjno,0,0
2638,JustFacts411,3,100,RT @GeorgeTakei: Now Sears and Kmart have dropped the failing Trump Home Line from product offerings. Waiting for Twitler's rant: Capitalis…,3695,0
2639,julsmoon,1,63,RT @Variety: Newspaper accidentally uses Alec Baldwin photo instead of Donald Trump https://t.co/Y3po2EBjjg,707,0
2640,AWILNation,2,582,RT @cushbomb: Trump is mad because no one told him a trillion dollar infrastructure project would cost a trillion dollars. Lol this is good…,217,0
2641,CarolC21,16,1539,RT @douglirodil: Leopoldo Castillo: Si el gobierno pela el patín del Vaticano caerá al vacío MAS CLARO NO CANTA UN GALLO y con trump al ase…,131,0
2642,CarolC21,16,1539,"RT @PoleoRafael: Porras es el enviado papal para Venezuela, Trump diría bye a petróleo de Maduro, lo que viene en la MUD y las regionales.…",144,0
2643,strikesmalone,14,96,"RT @brianklaas: I study election rigging. The Trump admin is conflating dual registration (no problem, common) w/ voting twice (big problem…",171,0
2644,SilpaKov,19,1119,The reason Trump's vitriol was a gift to Nordstrom has nothing to do with the inherent fairness of markets.,0,0
2645,VintageOrleans,62,2365,"RT @SarahMaslinNir: In the Trump store inside Trump Towers, sales woman told me ""It's all made in America."" Actually none is. https://t.co/…",1252,0
2646,DonnaThorson,42,188,"RT @RalstonReports: Wynn: ""I like gold, too, Donald, but you really need a classy designer.""
Trump: ""This is the classiest place, Steve, ni…",4,0
2647,gabyraymond,4,108,"RT @th3j35t3r: Spy Revolt Against Trump Begins - ""Since January 20, we’ve assumed that the Kremlin has ears inside the SITROOM"" - https://t…",230,0
2648,DavidjohnParker,13,119,RT @matthew_d_green: Jesus Christ. What have we done. https://t.co/bbagcgBzYa https://t.co/TwDQH5o7ck,2614,0
2649,KreativeCanuck,75,665,"RT @ProgressOutlook: I'm not saying that Mein Kampf inspired Trump, but Mein Kampf perfectly explains Trump's appeal and campaign.",24,0
2650,Indiawaking,54,1034,RT @FoxNews: Poll: How is media treating Trump Administration. https://t.co/5tdyjo1jT7,39,0
2651,LigayaLoyola,67,295,RT @guardian: American Civil Liberties Union rides high on the anti-Trump wave https://t.co/0ykU4V2bbm,86,0
2652,jujumack,47,2347,RT @TheDemCoalition: A reporter is suing the US government to learn how it vetted Trump’s advisers for security clearances https://t.co/DZ6…,1242,0
2653,TajJacks,26,119,"Sheriff Donny YoungbloodMetWith President Trump https://t.co/XQ9HT3ri8q Politicians,HillaryPlan:AgainstTrumpNOT work! DemocratsWill Hate YOU",0,0
2654,TaGenieTrice,5,307,"RT @ParisienPur: - il est ou trump
- écouté madame le peigne
- c le pen fdp
- oui c ça voldemort https://t.co/fgmmb4Le2B",9426,0
2655,carla_shmarla,25,169,"FYI #Greensboro folks: owner of #REDCinemas, #TraveledFarmer, #BurgerWarfare,&amp; #PigPounder is a huge Trump supporter. Spend yr $ elsewhere 👍",0,0
2656,GermanVadillo,0,35,"RT @reginatames: @adlarav pues así, exigencia a nuestro gobierno y un alto a las políticas de Trump. Es buen momento para sumarnos como soc…",3,0
2657,feedathay,4,799,"RT @MarrentinRJ: E a melhor fantasia de hj vai pro "" Muro do Trump"" dessa cambada de fanfarrão peganínguem... https://t.co/wYET3p9AKx",368,0
2658,mjminpgh,6,269,"RT @peterdaou: Step back and think about the institutions Team Trump is systematically undermining:
JUDICIARY
NEWS MEDIA
FREE ELECTIONS
Bas…",31,0
2659,michaelkarcic,4,85,"RT @brianklaas: Trump has golfed two weekends in a row (out of 4 as president).

Here are 11 times Trump criticized Obama for playing golf…",20899,0
2660,KathyPoetologie,20,569,"RT @jonfavs: Focus on this, every day. We win the House, we can hold Trump accountable. https://t.co/8TamdaAiTP",12319,0
2661,HaywardKory,5,489,"""Trumpian nationalism is potent stuff. It is also backward-looking and tribal. That’s not the American way."" https://t.co/RuaVhWpLWC",0,0
2662,cloudwanderer3,110,203,RT @MaxBoot: This is appalling ignorance. Clearly Trump admin has no idea who Fayyad is. https://t.co/oahKEs6VJ5,218,0
2663,MrBob111,0,78,@PressSec @POTUS  Was that a tweet to @tweety_trump to remind him what to say?  And then he still went off script.   #alternativefacts,1,0
2664,dali_1325,0,297,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12859,0
2665,hyrache,2,115,"RT @KelseyDeason12: Dallas got kicked out of a bar bc he said ""trump is not my president"" to a bouncer 😂",2,0
2666,GeekAndDad,163,1394,"RT @Kasparov63: For GOP saying I'm too hard on Trump, my principles haven't changed after 8 years hitting Obama &amp; W before that. Have yours?",1263,0
2667,dallasguy2,42,1465,Conservative pundit: Trump only uses ‘cringe-worthy’ surrogates because no one else will lie for him https://t.co/JwHDh5IjLV,0,0
2668,63Serdengecti,1,2672,"RT @abdullahciftcib: 51-Trump'un ABD'si Çin'i tehdit ediyor
ama
şu ana kadar savunma cevabı veren
Çin, 
Küreselcilerin aklı ile yakında ABD…",36,0
2669,catadams03,23,113,"RT @davidfrum: 3 days later, and it seems Trump still hasn’t found time to read report that his NSA lied about his dealmaking with Russian…",1946,0
2670,ElvisRuano,2,360,RT @CNNEE: También hubo protestas contra el presidente de México en la #MarchaMéxico https://t.co/PDd4gtoL2F https://t.co/N3qDN2cSP5,23,0
2671,pudrbt,98,1160,RT @Missy_America: Trump's ICE raids are sending thousands of Mexicans back home as we speak. We now understand. It's a masterful tribute t…,23,0
2672,ayemxnda,0,207,"RT @nowthisnews: If Trump thought SNL was bad, just look at what other countries are saying about him https://t.co/6Aoxf1Zvrb",56,0
2673,SimplyMariaC,22,217,"RT @AnneRiceAuthor: SNL is brilliant, and just what we need to counter the endless lies of Spicer, Miller, Conway, and Trump. https://t.co/…",7,0
2674,cioprisrape1975,0,5,"RT @chelseahandler: Trump says his daughter has been treated ‘so unfairly’ by Nordstrom. Oh, was she detained for 19 hours when she tried t…",59957,0
2675,LK_writer,11,269,"RT @sarahkendzior: Took George W Bush seven years, two wars, and a hurricane to get to this point. Trump: three weeks. https://t.co/TjXFaXS…",2140,0
2676,devans00,280,1562,RT @SimonWDC: 1/Trump's use of Mar-A-Largo for a visit by a foreign head of government is an abomination.,7148,0
2677,SqlAgent01,34,244,"RT @FoxNews: Top Trump aide says White House has 'enormous evidence' of voter fraud, while critics call for data  https://t.co/kihq93hl14 h…",128,0
2678,StokelyRedux,3,85,"RT @brianklaas: Trump has golfed two weekends in a row (out of 4 as president).

Here are 11 times Trump criticized Obama for playing golf…",20899,0
2679,VTO2014,257,2366,RT @JessicaV_CIS: Trump Adviser: We ‘Will Not Apologize’ for Saving American Lives https://t.co/DI1cyPYNoD via @LifeZette,2,0
2680,DiegoluisCL,14,538,"RT @ThePregonero: Las mismas feministas del gobierno de Suecia que se burlaron de Trump, ahí, cuando visitaron Irán. by @PeterSweden7 https…",135,0
2681,4citkane,14,162,"RT @DTrumpExposed: I love how Republicans keep taking credit for freeing the slaves, as if it makes them feel better about supporting Trump…",169,0
2682,Jugador1984,4,371,"RT @ImpressionistAL: Trump wants to ban the Mayweather/McGregor fight from ever happening.

Catch me at the @ShowFighterUK Floyd Mayweather…",126,0
2683,lennyg28,6,65,RT @ElNacionalWeb: Richard Gere: “Trump elevó el mensaje de odio a lo más alto” https://t.co/tN4NkwsBnd  https://t.co/R5qkZfXDUl,2,0
2684,csanjel1,24,284,"RT @Desesquerdizada: Manipulação! Como o processo é ""contra o Trump"" se foi aberto contra o governo americano na gestão Obama? @Desesquerdi…",71,0
2685,KnudsenColleen,141,1056,RT @cj_disabled: Trump sticks press in basement with blacked out windows while he golfs: https://t.co/PqKq6teJ9y via @slate,3,0
2686,sloksagar,74,526,"RT @TeaPainUSA: We need to call Pence and Trump by their proper titles: #MoscowMike &amp; #RedDon

@realDonaldTrump @mike_pence https://t.co/15…",1232,0
2687,KsKM3,120,1464,RT @yashar: Trump BFF @ericbolling tries to get Kellyanne to say report on Flynn is wrong even though she's avoiding the topic because repo…,458,0
2688,CapnDusDus,3,284,"RT @BernieSanders: Trump is a total hypocrite. He campaigned saying I'm going to take on Wall Street, and then he hires the president of Go…",4923,0
2689,mya177,111,2435,RT @workfromhome158: BOMBSHELL: Shocking New Video Proves Trump’s Voter Fraud Claims… Media Stunned https://t.co/kQgeUZ32zJ https://t.co/tE…,1,0
2690,sea_screams,38,253,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12863,0
2691,Chisana1990,1,61,RT @RealAlexJones: Emergency! Trump’s Plan To Save Humanity Is Under ATTACK! - https://t.co/8P4ii4qk9P,78,0
2692,witandvinegar,60,1324,RT @motoridersd: Fuck this. He even has Global Entry. https://t.co/E9HDqxosKW via @Verge,2,0
2693,agsciencewriter,286,2144,"RT @axios: Trump's economic guru got the star treatment in the NYT and WSJ this weekend.
https://t.co/l1iUDEP6eR",3,0
2694,SylviaZ1913,83,2197,"RT @brianklaas: Trump has golfed two weekends in a row (out of 4 as president).

Here are 11 times Trump criticized Obama for playing golf…",20899,0
2695,MrWells2011,10,489,"RT @BeauWillimon: Stephen Miller, top Trump adviser:
""our opponents, the media"" &amp; Trump's power ""will not be questioned""
If this ain't auth…",38,0
2696,heifer109,346,39399,"RT @FoxNews: .@BurgessOwens: ""I would love to spend time w/ these guys &amp; explain to them why the policies of a Trump [Admin] is good for bl…",758,0
2697,checkintheherd,18,2334,"RT @departedmedia: Fox News: TRUMP Continues to Support Israel, CLASHED with United Nations https://t.co/2nhpbOJ7Kl 👈 see here 🇺🇸 https://t…",4,0
2698,destroyah3034,3,124,Trump People's Court - SNL https://t.co/pFA9CCFBwt via @YouTube,0,0
2699,Madamtazzz,24,1934,The revolution will not be televised it will be live online and thats as it should be Trump needs eight years to fix what has been brocken.,0,0
2700,AuntieImperial,96,789,RT @NBCNews: Trump adviser Stephen Miller continues to push false claims that millions illegally voted in the election https://t.co/Z4Jq8Co…,364,0
2701,lydililly,51,282,"RT @JuddLegum: 2. They are supposed to be separate from Trump and the presidency. Eric tells the NYT ""we are extensions of him"" https://t.c…",43,0
2702,JayArrsBBQ,10,214,Hitler and Donald Trump both had skin! Nazi regime cuntfirmed.,0,0
2703,7cats1dog0marbl,15,87,"RT @JuddLegum: Trump has already tweeted 6 times today

Just your occasional reminder that Trump promised not to tweet as President https:/…",1364,0
2704,normandin_jay,7,25,RT @NewsHour: Trudeau and Trump to meet for the first time on Monday https://t.co/WweddB3Mqs,7,0
2705,cdauverchain,214,664,RT @ninetjosette: Trump a décidé de relocaliser l'industrie américaine et n'a pas attendu pour s'en donner le moyens  1 leçon pour l'Europe…,1,0
2706,chizzolpop,35,1940,"RT @AlexItesm: Miles de personas salen a manifestarse contra Trump, ningún acarreado como en los mítines de AMLO o de la CNTE https://t.co/…",1,0
2707,TdjdgBrandi,2,35,"RT @JuddLegum: Trump promised never to vacation as president and blasted Obama for golfing

This is his second weekend golf vacation in his…",11975,0
2708,johntmarohn,470,7658,RT @amjoyshow: .@SMSHOW: #Trump keeps calling #SNL failing but it has the highest ratings ever now #AMJoy https://t.co/V7ljqg9QIC,415,0
2709,Mitch_Stewart,535,23312,RT @nealbrennan: Newest Trump spokesman. https://t.co/T9aVVPr7So,11,0
2710,loureynolds1940,23,127,"RT @dcexaminer: Trump attack on judge hardly unprecedented. FDR, LBJ and Obama did the same. https://t.co/D9rDc7XjdA by @SalenaZito https:/…",34,0
2711,hrrees,7,136,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12863,0
2712,Sun_Shiney_Day_,32,484,"RT @KurtSchlichter: A lot of the federal government's permanent bureaucracy seems to have decided the election result was wrong.
Trump need…",55,0
2713,vistachick79,6,2519,"RT @irisandmaeve: ""There's not much the Russians don't know at this point."" This is terrifying by @20committee . https://t.co/0Bc3yVRMu5",156,0
2714,BoneDoctorMD,38,656,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12863,0
2715,ChristineMoff12,0,12,"RT @TheDemocrats: We're going to make sure that the lies coming from the Trump White House are called out, like these surrounding the Musli…",437,0
2716,Marjori87941817,23,362,"RT @shondi99: BREAKING:Mitch McConnell Implicated In Coverup Of Russia/Trump Election Meddling, FBI Inquiry https://t.co/2eoTWIYWQE via @Bi…",33,0
2717,alexlsamontero,149,377,RT @WayneDupreeShow: Pelosi is so phony! She's trying To Paint Trump As Mentally Ill; Watch This Instead!   https://t.co/Ssnp6x8mtg,149,0
2718,gonzo_47,7,225,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9970,0
2719,mocco9072,9,124,RT @LOLGOP: Americans are almost as worried about Trump too many vacations as they are about him returning to work.,159,0
2720,handuvdaking,9,1023,Do your job. Investigate President Trump’s ethical conflicts of interest. https://t.co/DZXUQBBY6K _petition via @Change #Indivisible #NMP,0,0
2721,fitboacleanber1,3,29,RT @EyeMakeYouThink: I added a video to a @YouTube playlist https://t.co/IXQWhXz4F7 Trump's Exec Orders May Cause Martial Law,3,0
2722,GernSOX,0,5,LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/OHcQ9DlFpA by #realDonaldTrump via @c0nvey,0,0
2723,Notsospecialops,2,38,RT @passantino: Reuters photog captured White House aide holding “POTUS remarks” document that differs from what Trump said alongside Abe h…,750,0
2724,CMB2irl,0,11,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9970,0
2725,ReadingJudith,33,638,RT @sdkstl: The Trump-owned private club where #45 spent the weekend relies on foreign workers. https://t.co/cFOOwQgQqq https://t.co/vuei3P…,2,0
2726,TripawCarman,2,17,"RT @DTrumpExposed: I love how Republicans keep taking credit for freeing the slaves, as if it makes them feel better about supporting Trump…",169,0
2727,Violently_Tweet,4,217,"RT @BernieSanders: Trump is a total hypocrite. He campaigned saying I'm going to take on Wall Street, and then he hires the president of Go…",4923,0
2728,fmrr1968,1,10,"RT @Mg7935: #Vibramx CONTRA CORRUPCIÓN DE GOBIERNO DE @EPN, POR 50 MILLONES DE POBRES,ASESINATOS,DESAPARECIDOS. ¿De esto es culpable Trump?",1,0
2729,GreenEyezzzzz,25,879,RT @OccupyDemocrats: #Breaking News: Trump Just Insulted Mark Cuban. Cuban’s Response Is Perfect https://t.co/jPaNBZQAz6,9,0
2730,MrConnieS,241,2502,"RT @MomentumOx: .@UKLabour MPs &amp; activists: holding #Trump's visit in #Birmingham won't dodge 'biggest protest in British history' 
https:/…",12,0
2731,daph2345,10,226,"RT @RepDonBeyer: It's back in the news now, with more to come. We haven't forgotten &amp; won't let this go away until we have answers. https:/…",373,0
2732,pxgabriel,20,111,"RT @ChuckGrassley: Whoever monitors twitter at WH tell Pres Trump to ask Putin""What do u hv agst ElectionOpponents bc they are killed/impri…",758,0
2733,DangerouslyDrk,8,68,"RT @brianklaas: Trump has golfed two weekends in a row (out of 4 as president).

Here are 11 times Trump criticized Obama for playing golf…",20899,0
2734,LeggyBlonde84,0,109,"RT @StocksAlotTEMP: Fly .@JetBlue
Coupon code: @united sent me

United pilot replaced after intercom rant calling Trump a liar https://t.co…",5,0
2735,kimmchee,2,59,RT @jaketapper: .@SenFranken says that an independent counsel is needed to investigate potential Trump ties to Russia. #CNNsotu https://t.c…,1180,0
2736,Grtlksguy2,8,464,"RT @radleybalko: On CNN, Ken Cuccinelli just accused people protesting Trump of exploiting fear. Words have no meaning right now.",330,0
2737,Julia_davis13,9,250,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12863,0
2738,MrF1978,23,830,Wonder what Trump will say? https://t.co/JJZq5I1Qpr,0,0
2739,Trump_Erie,38,3261,"@kylegriffin1 
Shut it down! 😂. Crazy Dems think if you yell...you win the argument.",0,0
2740,Buzznyc,58,1373,RT @EstepEstep2: @crehage @realDonaldTrump  Are we paying for that tacky gold cage?So she won't have to live with him!Trump should be footi…,1,0
2741,AntiguaChannel,12,117,"Retweeted CNN en Español (@CNNEE):

La @SSP_CDMX estimó en 20.000 los asistentes a las marchas contra Trump en la... https://t.co/qxNEvgZAUR",0,0
2742,VengeanceMail,6,697,"@AlbertParsons2 @Z3Niko @DA_REAN @TheKevinDent I personally think Trump isn't smart enough to do the job, which is why Bannon runs things.",0,0
2743,uncle2u,94,607,RT @DailyMailAU: Comedian Tom Arnold was 'asked to release 'racist' video of Donald Trump by Hilary Clinton before the US election' https:/…,26,0
2744,Drvboom,9,53,"RT @ericgarland: Dr. Maddow calls it. Hey. Everyone: The Flynn story is not an incremental thing. It's the beginning of the blowup.

https:…",3362,0
2745,highazvalley,117,3451,"RT @seanmdav: Voters: We don't trust the media.
Media: Shut up.
Trump: You need to shut up.
Media: You shut up.
Voters: All y'all need to s…",489,0
2746,CBSSportsNBA,2370,106218,"President Trump insults Mark Cuban and the Mavs owner has the perfect response
https://t.co/vireftHQtX https://t.co/eNxNPPbUrV",0,2
2747,trishmc1958,6,171,RT @djrothkopf: Trump can't go visit UK as planned.  The UK.  Our closest ally.  Should give you an idea of how bad 3 weeks of his foreign…,2141,0
2748,goBEYgo,105,2128,"RT @maramcewin: Stephen Miller
Another Con trying to peddle Trump conspiracies 
And Alternative Facts

#MeetThePress https://t.co/grWW3ZhBa0",190,0
2749,WeinfeldRuth,294,2201,RT @StopTrump2020: Neiman Marcus Drops Ivanka Trump Jewelry - 2nd store to drop #Trump merchandise THIS WEEK #GrabYourWallet https://t.co/0…,245,0
2750,247Raysfan,0,51,"RT @USARedOrchestra: Sales staff in Trump store, inside Trump Tower, inside Trump's alternate universe, r telling ppl ""It's all made in Ame…",54,0
2751,hubbardbro,9,143,@BhittaniKhannnn i think we need to send that liar mike flynn along with mike pence maybe you can give them a job and take trump the liar,0,0
2752,645ciDIVA,345,3823,RT @MotherJones: How the Black Lives Matter movement is mobilizing against Trump https://t.co/H0JgilkJDJ https://t.co/CAEWyoKUpE,21,0
2753,shakilaa_m,2,84,RT @colesprouse: Everybody complaining about Trump but club penguin is shutting down so maybe check your priorities?,95278,0
2754,BllyClara,1,502,"RT @TomasinLucas: Hitler est mort en 1945. Trump est né en 1945.
Coïncidence ? Je ne pense pas.
mystère ? Peut-être.
Hotel ? Trivago.",1024,0
2755,bhendricks72013,27,507,"RT @naretevduorp: Tell me again why the GOP is apposed to investigating the Russia/Flynn/Trump Connection? 

BTW, when I think GOP hatred,…",564,0
2756,1979Toro,45,1119,"RT @JonathanNichol4: The Swedish government are insane,courting Iran yet despising Trump's America

Will the last sane person leaving Swede…",6,0
2757,lccartin,0,3,"RT @HuffingtonPost: Jason Chaffetz: Kellyanne Conway promoting Ivanka Trump's products was ""unacceptable"" https://t.co/0geWp7pgCn https://t…",225,0
2758,whatupjonny,52,561,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12863,0
2759,redot2005,564,18215,"Upset with Trump the president, consumers boycott Trump the brand https://t.co/u2bzA2hDss via @NewsHour",0,0
2760,Brian_in_the_UK,2,270,RT @PeterSweden7: Sweden's feminist government when they were mocking Trump vs when they visited Iran. https://t.co/MFSslh9fiF,4863,0
2761,kenshuie,2,46,While the UnderArmor CEO is praising trump… https://t.co/eCRo74lDR9,0,0
2762,androidgd,9,134,"Trump's presidency will forever be know as "" PANIC! At the White House."" @superdeluxe",0,0
2763,mamaria33,87,907,RT @Evan_McMullin: Our legal system isn't broken for acting independently as a check on Trump's power. He's attempting to weaken our democr…,3437,0
2764,Michelle_888,810,9470,RT @jmsexton_: Trump declares Mark Cuban is ‘not smart enough to run for president!’ https://t.co/YiWAYMwt15 via @YahooNews https://t.co/Uj…,3,0
2765,KristinnFR,101,2786,RT @NewsRevoltRyan: Trump Is Suddenly Recognized As The President In CALIFORNIA As The Liberal State BEGS For His Help! https://t.co/IH2jXA…,6,0
2766,Bluesaloon,118,2478,“Trump’s chief policy advisor says the president’s power ‘will not be questioned’ by the courts” by @linzsports https://t.co/YlF6NfTldg,0,0
2767,teresanavarro76,10,101,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12863,0
2768,MdCharmaine,1,26,@paulkrugman roseneft Schwartzman tillerson trump 500b  Flynn better survive and tell the truth.,0,0
2769,PinkyCalantog,5,411,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12863,0
2770,Jorge_Solano92,34,2068,RT @ActualidadRT: Un diario publica una foto de Alec Baldwin disfrazado de presidente de EE.UU. como si fuera de Trump https://t.co/9JL8yuR…,62,0
2771,MadisonJourdan,98,1465,"RT @peterdaou: Step back and think about the institutions Team Trump is systematically undermining:
JUDICIARY
NEWS MEDIA
FREE ELECTIONS
Bas…",31,0
2772,markhawthorne,300,7513,RT @FoodIsPower: Please add your name in support of SB54 to keep #immigrant families together &amp; protect them from Trump! https://t.co/9LHxh…,6,0
2773,YellowDucthess,0,66,@lilguy25 @SteveScalise @SpeakerRyan @HouseGOP  Are you speaking of President Trump?????   🤔  EJ,0,0
2774,Marcelosp1968,1,55,RT @Srta_Iozzi: Recado do Brasil para Donald Trump. Assista! #TáNoArATvNaTv https://t.co/lti5rV0noc,158,0
2775,DOOKIEROXY,7,207,"RT @20committee: Senior DoD intel official: “since January 20, we’ve assumed that the Kremlin has ears inside the SITROOM""

https://t.co/ZG…",4249,0
2776,sofiaavello_,8,572,RT @iatemuggles: square root of fuck trump https://t.co/f9tWszUjyb,81,0
2777,aldo2707,4,113,RT @PeriodicoZocalo: #Nacional: Miles marchan contra Trump y exigen renuncia de Peña  https://t.co/qndv8JWhTf https://t.co/cl6faoJ1f7,6,0
2778,margaretresin,207,3478,RT @ZaibatsuNews: Conservative pundit: Trump only uses ‘cringe-worthy’ surrogates because no one else will lie for him https://t.co/X6usrJ6…,28,0
2779,LoiterSquadVids,57,195016,"RT @xhaileybrooke: this Super Bowl ad is causing a stir with trump supporters 😂😂
https://t.co/5pPaIt5xaR",433,0
2780,SoloVoc,16,236,As you read this know Sears was HQ'd in Chicago before moving to Hoffman Estates. Are biased as they come like AMA https://t.co/saCLF3a49f,0,0
2781,Romane_Vln,5,164,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12863,0
2782,JeanneIrish5of8,7,66,RT @the_win_today: Newsmax CEO And Trump Friend Blames Reince Priebus For Rocky Start https://t.co/AURAuYOH7r https://t.co/Z4cACe4csB,3,0
2783,Horaciohkb,1,280,RT @tamoorh: Reading Trump tweets https://t.co/yFDOZGLq3t,133808,0
2784,jayboogi,5,94,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12863,0
2785,powerglobalus,322,5160,RT @saul42: #Trump hits nail on the head but in wrong order; states #Fed is controlled politically https://t.co/9NBpDOINlI,1,0
2786,TCorp,165,911,RT @theintercept: Internal DHS email suggests that officials are preparing to shift the country's deportation process into high gear. https…,134,0
2787,jay_leboul,9,279,"Deux incohérences cosmiques :
1) la victoire de Donald Trump
2) l'absence d'une version longue de You Belong To Me
https://t.co/vkt516JHkw",0,0
2788,sjmmk21,1,9,"RT @frankpallotta: .@ABFalecbaldwin gets @nbcsnl its biggest ratings in six years, outdraws @realDonaldTrump's host stint.
https://t.co/YJM…",123,0
2789,GauteEinevoll,22,549,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9971,0
2790,michelle_batzel,3,149,"RT @JimChilds10: PLEASE SHARE &amp; RT!
Im down! Let's hit them hard and let them know to get on board with President Trump &amp; stop STALLING! 
#…",56,0
2791,herndoncourtney,66,1044,RT @Variety: Newspaper accidentally uses Alec Baldwin photo instead of Donald Trump https://t.co/Y3po2EBjjg,707,0
2792,BeauWillimon,1004,80819,From a friend in Mexico City. Big March there today to #resist Trump. Gracias! https://t.co/OON7azVA1G,21,52
2793,woyton,15,206,Trump golf = good. Obama golf = bad. https://t.co/i6hCPdakaK,0,0
2794,dale3ds,1,19,"RT @Impeach_D_Trump: What's Wrong With Trump?  A lot of things, but here are a few. https://t.co/EY4WKTIPyY",654,0
2795,mcohavi,12,619,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9971,0
2796,bsirkan,0,325,"RT @abdullahciftcib: 32-Türkiye için PYD terör örgütü
ABD için Suriye'de kara gücü
Trump hükümeti Türkiye'yi PYD ile ortak Rakka'ya operasy…",87,0
2797,nyeda71,0,12,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9971,0
2798,nelaknight,0,1380,"RT @Variety: Meryl Streep: ""We’re not going to go back to the bad old days of ignorance and oppression"" https://t.co/4Jn68cVD36 https://t.c…",117,0
2799,sh1359312,15,89,"RT @jaketapper: Franken: a few GOP colleagues are worried about Trump's mental health: ""in the way that we all have this suspicion"" https:/…",719,0
2800,secretkiska,150,2118,"RT @petefrt: Astroturfers: ‘Indivisible,’ With Ties to George Soros, Sows Division Against Trump, GOP Lawmakers 

#tcot #p2 https://t.co/ez…",4,0
2801,sharivandi,0,114,"Mike Pence is like, ""Finally, it's my turn to get down to business!""

https://t.co/GjqE0hiS2V",0,0
2802,BilboBallins,1,91,@donttrythis Look what you've done Trump! You've made Adam Savage come out of Mythbusting retirement!,0,0
2803,alexkgellis,44,601,"Epic support at #ritownhall for demand of delegation to uphold mandate to resist Trump's demolition of American values: ""Just Say No"" chants",0,0
2804,G00D4BBS,10,199,"RT @shreec: THIS IS BIG. Retweet to see Trump's taxes.

Just call the Ways &amp; Means Committee &amp; make @RepKevinBrady release them: 202-225-36…",1487,0
2805,RolandWall,18,1763,RT @ginag63: If the #GOP didn't jump on Trump's #Nazi Train this nightmare would not be happening #TheResistance https://t.co/9KNpW2L0XS,15,0
2806,victoriagastt,0,308,RT @hectorguilleng: todos hablan de lo bien que imita alec baldwin a trump pero nadie habla de como german ortega imita a  amlo https://t.c…,39,0
2807,abelrm,2,354,¿Pues quién le hace bonita cara a Trump? Puros enemigos está consiguiendo. https://t.co/bIL2oYbuJw,0,0
2808,Mrs_Grayeyes,40,798,"RT @celeb_voices: Stephen Hawking on Donald Trump: ""He is a demagogue, who seems to appeal to the lowest common denominator."" https://t.co/…",1947,0
2809,JonathanBHandy,0,26,"RT @washingtonpost: Trump friend says chief of staff Reince Priebus is ""in way over his head"" https://t.co/Oap4PMB9lT",371,0
